respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
8818066d41ea,0,,,,,Verma,,270,CT,Sprint 4,2026-08-16
b5a4f4f8f83c,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
09e6b8504b8a,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
eb5c3ae32ffa,8,,,,,Verma,,270,CT,Sprint 4,2026-08-16
50f9da0dcdfe,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
fd7c975f2ba5,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
54d03a7d67ed,9,Very good internet,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
4394412e52ab,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
159e7039d0aa,10,,,,,Verma,,45,CT,Sprint 4,2026-08-16
b84ee8022b95,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
f21d75243020,0,Mahine mai 10 baar no internet issue aata hai aur thik bhi 2-6 din mai karte hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
7db5b98582c6,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
c63d2a444bb7,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
dba7c5fdc448,2,,,,,Verma,,270,CT,Sprint 4,2026-08-16
24b9e58bca19,10,,,,,Verma,,45,CT,Sprint 4,2026-08-16
795525314899,10,Ha zarur kahege,,,,Verma,,45,CT,Sprint 4,2026-08-16
5b365dea313b,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
1659ef57fd7d,8,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
c936b8f34b6d,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
84c61ea35278,7,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
574a7b1fddf9,1,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a13511f99285,9,,,,,Verma,,135,CT,Sprint 4,2026-08-16
85b2287eace1,0,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
5259095776b5,0,,,,,Verma,,135,CT,Sprint 4,2026-08-16
a61e0a5e8356,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ca12fcf18fa8,4,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
df0198dcf273,5,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
8248a967d75f,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
22dce021efc7,10,Best service,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
6b10a785a5a5,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
33e48265eb26,0,,,,,Verma,,270,CT,Sprint 4,2026-08-16
4ecae6e5df67,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ff80b357c431,5,,,,,Verma,,45,CT,Sprint 4,2026-08-16
b1bcece474fc,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
6798b4e67875,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
bd83acd2e5f4,10,,,,,Verma,,135,CT,Sprint 4,2026-08-16
5afeb5165f97,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e3c1e53662fa,8,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
94c438e02b9f,4,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
005723a49d47,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ef4da9f5d14e,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
74765859e698,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
467f6bdbf2fc,1,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
d50374383a0b,2,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
7c780e1f68b1,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
4f5aea11acb8,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
6bd9110f9b12,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
003416d6a4d1,9,,,,,Verma,,45,CT,Sprint 4,2026-08-16
af905a103100,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
5b7da18188ef,0,Bekar chalta hai break hoti hai speed,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
695eda0a8ea1,1,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
3a6e35c8ded7,10,,,,,Verma,,270,CT,Sprint 4,2026-08-16
10ac4971ff4a,1,Apka internet chalta hi nahi h,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 4,2026-08-16
9d9dfef2318a,3,Bs connectivity main issue aajta h other wise thik h,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 4,2026-08-16
8e1d2ae2d618,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
6f70eabf4dc2,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a3f422f72ac6,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
58397b04ef0a,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
43b79a4f7ade,0,,,,,Verma,,135,CT,Sprint 4,2026-08-16
9def992d4ed2,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
2388249373d0,9,,,,,Verma,,270,CT,Sprint 4,2026-08-16
7b4b62479c9e,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
5661f4df199e,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a16232ee14fd,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
3ae2182af4e6,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e0b78cf82782,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e76ab076d3d7,3,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
d05339075af5,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
5f8c3679aa63,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a738cc274824,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
ec9bc2e8b758,1,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
b15ecc996a59,10,,,,,Verma,,45,CT,Sprint 4,2026-08-16
ad6fdd869c6c,0,Nhi khahungi ganda chalta hai iska net itna slow hai Snail with bhi ise Tej chalta hai dubhara mat puchchna,Slow Speed,,Bad Internet Experience,Verma,,135,CT,Sprint 4,2026-08-16
96f7bb0385f0,4,,,,,Verma,,135,CT,Sprint 4,2026-08-16
53ccc8b758e0,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
39ae62867aa0,9,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
050fa359f8c3,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2adc2b61cae5,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
fb3deffee268,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
f108948ba1f5,1,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
4a074d9fae6b,0,Worst customer service and technician refuse to come,Bad Customer Support - Call Centre,Bad Customer Support - Technician,Bad Cx Support,Verma,,135,CT,Sprint 4,2026-08-16
2b5ca51130cf,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
08b9a421b0b7,0,,,,,Verma,,45,CT,Sprint 4,2026-08-16
eedb2afb58af,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e0a8544282f4,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a8fa7a458685,1,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a4dce45717a0,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
5d91f6caf217,1,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
4adeca626dda,0,मेरे साथ तो व्योम के कर्मचारियों ने गलती करा है प्रॉब्लम आती मैं कॉल करता एक-दो दिन तो हर महीने में प्रॉब्लम आती है दो-चार दिन इंटरनेट हमारा बंदी रहता है और यह हर महीने की बात है बीच में ऐसा हुआ कि मैं,Frequent Disconnections,Bad Customer Support - Technician,Bad Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
ee3960e858c2,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ba75f48ec4e1,10,,,,,Verma,,135,CT,Sprint 4,2026-08-16
74214d363165,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ccebc7fc19b2,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
f34902e18fb1,7,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
eb71ef035ce0,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
83b199219bde,7,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
3776f1bb0daf,5,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
bb96f004eaca,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
caf3dc26d670,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
e9432a66ed16,3,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
c702e479ce35,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
9ea2cd3944a6,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
0e3870eff9ea,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
9829b24b9ca6,8,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
11c8c35993e2,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2d15ed126ccc,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
b08e88835490,1,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
da552e9325d8,1,,,,,Verma,,45,CT,Sprint 4,2026-08-16
d8b802c5e301,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
45ee916da3b7,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2291523c4a22,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e08c41e50926,1,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a0b306a53969,3,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a85661ec437c,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
eeaaa8a1fd76,9,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
1494ac6e6bbf,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
6e35dd09f629,1,,,,,Verma,,270,CT,Sprint 4,2026-08-16
6b4fd36abc89,1,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
339b42a54794,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
c8f87de80169,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
1c825d9025ef,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a86a49c5e376,10,,,,,Verma,,270,CT,Sprint 4,2026-08-16
c83b05a524aa,1,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
b223bb9c6eee,2,,,,,Verma,,270,CT,Sprint 4,2026-08-16
538c2d2f9c9e,1,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
7d26ff529299,7,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
1de3fd6c236e,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
923cafce87f8,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
629e4ee8c518,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
844ff60ffaf8,8,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a7b29f6a8763,1,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
c4e5d2c01ac0,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
192d97662db7,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a535d5d3eb96,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
68d531db4bc1,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
822f323e6f29,0,,,,,Verma,,135,CT,Sprint 4,2026-08-16
45db06faafb3,10,Bahut khoob at this price,Affordable,,Good Price,Verma,,135,CT,Sprint 4,2026-08-16
5a1206634c92,0,28 din k reacharge per 3 se 4 din to network he gayab rahta hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
754095570b21,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
e4c288e88873,10,,,,,Verma,,270,CT,Sprint 4,2026-08-16
c851809c7e8f,5,Kyunki aapki service bahut ghatiya hai complaint karte Hain to 48 ghante mein service milati hai call kar karke pagal Ho jaati Hai Lekin service sahi se nahin mil paati agar service acche mile to Apne doston Ko Bata sakta hun lekin aapki service bahut bekar hai ek sal hone ja raha hai mere ko yah Wi-Fi lagvate hue per aapki service mein Koi sudhar nahin hua Hai complaint karo 24 ghante bolate hain lekin vah 24 ghante se kab 48 ghante se upar Ho jaate Hain vah pata nahin chalta,Bad Customer Support - Call Centre,No/ Late Complaint Resolution,Bad Cx Support,Verma,,270,CT,Sprint 4,2026-08-16
6730253c428f,7,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
ecfefe21c0ae,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
b1ba6f107d33,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
4e65d6f8bfad,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
0d398ddeca5a,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
cd9c0420846a,4,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
6c52f15a99bd,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
b21197075f90,10,,,,,Verma,,45,CT,Sprint 4,2026-08-16
94c7dc2908f2,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
d52c83cc10cb,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
1c9056f51e94,0,Slow network,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
90ea81cba39f,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
6ffd0c1d32c9,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
0d168bbf4df4,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
bfb642c9927d,5,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
3f289b4774ff,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
a51642738eab,10,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2510d5b3aba3,10,,,,,Verma,,135,CT,Sprint 4,2026-08-16
8e1285427e75,2,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
c8deed60b659,6,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
a9b58bb9c25d,0,,,,,Verma,,45,CT,Sprint 4,2026-08-16
42762c74e3d3,10,,,,,Verma,,270,CT,Sprint 4,2026-08-16
60238f1e0af3,2,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
f18386ed1dfa,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
3694207ba938,2,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
cbe80fb8dd1c,3,Signal loss is a biggest issue,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 4,2026-08-16
0bcc55fd9030,7,,,,,Verma,,45,CT,Sprint 4,2026-08-16
542c60cd3337,8,,,,,Verma,,135,CT,Sprint 4,2026-08-16
f548dee37a23,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
66fcc7416e46,0,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
a41b1006ba33,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
7e1eb569a92f,2,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
f45b4a20daa4,2,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
98eb921e1a11,3,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2a90932724ed,0,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
2f7178b02fe2,2,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
9ac24354fb27,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
faec15c8312c,7,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
823c0b186978,10,This service is better then other services,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 4,2026-08-16
ec849334a4ed,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
345a7e61a97b,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
b029a9699878,1,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
2e1444999e69,10,,,,,Verma,,45,CT,Sprint 4,2026-08-16
1220bed1b52e,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
0af79064e1dd,8,,,,,Verma,,270,CT,Sprint 4,2026-08-16
9254a5b99eb9,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
a6fd209760b6,10,,,,,Verma,,270,CT,Sprint 4,2026-08-16
758793beae95,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
0943c75e6d4b,10,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
fe7415b86167,1,,,,,Verma,,270,CT,Sprint 4,2026-08-16
8fe3a7b193f7,5,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
16294cd7fb3a,1,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,45,WA,Sprint 4,2026-08-16
683fa9af4813,10,Range kam aati hai,Range Issue,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
2dcbabe9089e,0,Badhiya Chalta hai,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
848fa997bc28,10,Speed kam aati hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
4c7a624b143a,8,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 4,2026-08-16
be7a97dbfb37,5,Chalte Chalte band ho jaata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 4,2026-08-16
27cc4aac6eb0,2,,,,,Verma,,45,CT,Sprint 4,2026-08-16
