respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
e6bb848e5296,8,Kabi kabi Pura days net off rahta h,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 8,2026-10-16
17f8889fccb7,10,,,,,Verma,,270,CT,Sprint 8,2026-10-16
865ef9e925ca,0,“बहुत खराब कंपनी।”,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
00a3c8c47f00,1,Aur achha service de abhi jyada achhi nahi hai,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
93f074a2c8f1,3,Bad network bad service mai nahi chauga koi or ise lagwaye,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 8,2026-10-16
f8e1d43dc270,0,Bad sarvic,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
ec298aa57ee5,1,Bad service 😔,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
c1b2ac726e23,0,Bad service provide wifi connection is lost any time,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
3babbd232efd,0,Bad services,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
f2149d5c07e7,0,Bad signal,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
0028fe0ff5d4,0,Bekar service,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
ea16ebd2ad5a,0,Bekar service hamesha bnd kr jata h,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 8,2026-10-16
50cfca6b4023,3,,,,,Verma,,45,CT,Sprint 8,2026-10-16
801ac4a70edb,1,,,,,Verma,,270,CT,Sprint 8,2026-10-16
398a7b7cec30,0,Connection thik nhi h aur mehnga hai,General Bad Service,Expensive,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
5c56e114821e,10,"“Wiom बेहतर चलता है, इसलिए 10 नंबर देने की वजह है।”",General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
e9d65624c47c,1,Hamare idhar internet mein bahut dikkat hoti hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
9a90b621ba7c,1,Hamen aapki service acchi Nahin Lagi,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
ccf24b2d05d7,5,Har mahine net shi se work nhai krta jisse bahut problem hoti hai or study ya kisi kam lekr problem hoti hai connectivity ki problem ko accha kre or network accha kre,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
7a2874588066,6,Hmara khud sahi se nahi chlta net dusro ko kyu bole,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
4a999e9d42ff,0,"Internet proper tareeke se nahi chalta,aur speed bhi slow hai.",General Bad Service,Slow Speed,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
52c589425746,0,Internet shi se nahin chalta,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
04d4ac6f26d8,5,Jab wifi lgava tha jab internet sahi chlata tha ab sahi nahi chalta h,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
1c69660ba3e6,0,Kharab services,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 8,2026-10-16
304ffa6c6ad7,8,Kuchh kamiyan hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
02cb4927defa,2,Kyuki aaj kal network nahi aa rahe hai,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
af144b85dcc8,0,Net nhi chalta h,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
425b00fe5ddb,2,Net problem all days,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
fe3c794d5f5d,0,Net sahi se nahin chalta hai,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
8c16000b6a06,2,Middle class ke liye badiya hai taki sabke sapne pure ho isse koi bhi lga sakke achha hai,Affordable,,Good Price,Verma,,135,WA,Sprint 8,2026-10-16
6c9633d4b06e,0,Network issue,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
d1c6808db418,0,Network issue,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
3de9b934e91d,5,Network issue bhot h,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
a4ab96580c6a,7,Network kam h,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
56e4d5d03bd6,0,Network or internet issue,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 8,2026-10-16
2c8c700e1a81,2,Network problem,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 8,2026-10-16
2b52440e9f00,4,“नेट अच्छा चलता है।”,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
25c3ebee9c8f,5,Again and again disconnected the internet,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 8,2026-10-16
93971f0d6eea,8,,,,,Verma,,270,CT,Sprint 8,2026-10-16
ed5a5716412e,0,Not good service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
696bef58c167,7,Or improve karo,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
bf856dd66656,0,Poor internet,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
f19e4a88cec3,4,Poor internet quality,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
aa6b9188aae5,0,Poor network and bad serivce,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
264c7f82d5aa,0,"Poor network not good quality 
 Not fast very slow any time 
 Stop working",General Bad Service,Slow Speed,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
1e39aa55d955,1,Starting me bohot accha net chalta tha aap ka ...but... Ab aap ka net bohot slow chal raha hai me bohot pareshaan ho gaya hu,Slow Speed,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
acf668711ae6,0,Q ki wiom ka service bahut kharab hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
454945c6baae,0,Rececption very poor,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
432deb5b8300,0,Service,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
181af9b4fc07,0,Service,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
eed6bfe74395,1,Service bhot bekar hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
42e3d3ddbc71,0,Service but not as I aspect,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
13b4e9501821,0,Service is not given on time solution of problem became too late,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
f06c4d70941d,5,Service is not good,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
3d5a8fd31637,2,Seva acchi hai isliye,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
99ad88289e51,8,Tik h laki ऑडियो शब्द नहीं है,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
116a08f790ca,0,"Very bad experience regarding internet availability 
 Even after multiple compain still query not resolved",General Bad Service,No/ Late Complaint Resolution,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
367b19273457,0,Very poor network and bad service backup,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
08b49775f0f4,0,Very poor service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
6afee387da0b,0,Very poor service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
cbb3122a49dc,0,Very poor service,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 8,2026-10-16
f5fb0e58e5d9,0,Very very bad service and internet speed,General Bad Service,Slow Speed,Bad Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
6b0a06bcd7d9,0,Wiom Internet is not good,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
b11d6fc786eb,0,Your customers service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
cb8f0341b401,10,"Aapka wiom partner bhaut aache se kaam krta hai.hum uske service se bhaut khush hai.Thanku wiom and
 Thanku so much Modern Internet..",General Good Service,Good Partner/ Techinician Support,Good Internet Experience,Verma,,135,WA,Sprint 8,2026-10-16
0b9d0bbab81a,10,“अच्छा है।”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
56de9fcfa3dd,8,“अच्छी सर्विस है।”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
9e319a9a1e2e,10,"“अभी तो फिलहाल इंटरनेट बढ़िया चल रहा है, शुरुवात में बढ़िया चलेगा फिर उसके बाद…”",General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 8,2026-10-16
afe56efc2cd5,10,“उत्तम नेटवर्क।”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
667c132d2349,10,"“क्योंकि मैं जबसे Wiom का कनेक्शन इस्तेमाल कर रहा हूँ, तबसे अबतक कोई दिक्कत नहीं हुई है।”",General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 8,2026-10-16
