respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start
453c4e41b2a3,1,"“आपने कहा था कि 4 दिन की वैलिडिटी बढ़ जाएगी, लेकिन आपने ऐसा नहीं किया।”",Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,WA,Sprint 12,2026-12-15
9bc9ebb8af2f,0,"“बिल्कुल बेकार सर्विस। अपना अडॉप्टर वापस ले जाओ, किसी काम का नहीं है आपका नेटवर्क। कंप्लेंट करता हूँ तो कोई नहीं आया, सिर्फ़ रिचार्ज करने के लिए बोलते हैं, बस।”",Bad Customer Support - Call Centre,No/ Late Complaint Resolution,Bad Cx Support,Verma,,135,CT,Sprint 12,2026-12-15
749d3d326f8e,0,3 din se wifi ni chal rha complen ka bhi koi faida ni h koi phone ni uta rha h,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,45,CT,Sprint 12,2026-12-15
6cb759bb58e2,0,Aapka support,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,CT,Sprint 12,2026-12-15
43517299e5d0,0,"Apka company ke jo staff hai wo bhot gatiya kisam ka hai or ek number ke daru baaj hai or apna kaam ache tara sa nhi krte hai 
 Or mana jo bhi complain ki uski koye sunvai nhi hu",Bad Customer Support - Call Centre,Bad Customer Support - Technician,Bad Cx Support,Verma,,45,WA,Sprint 12,2026-12-15
0b7fe6f13b89,0,Call pe koi bhi problem sahi nahi houti hai,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,135,WA,Sprint 12,2026-12-15
a241fbca7f9e,0,Complaint karne pr koi response nhi aata,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,WA,Sprint 12,2026-12-15
878a514671d2,0,Kya bekr service hai kabhi time pe wifi service thik krte ni ho caal centre mn baat krne ki tamiz ni h kisi ko bhi jab marzi wifi band krdete hai bina complaint kre thik ni krte phone time pe pick ni hota,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,CT,Sprint 12,2026-12-15
6ac146a4f148,0,Sabse bekar network or koi customer support nhi 10 din se Complan kar raha ho par koi response nhi,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,135,WA,Sprint 12,2026-12-15
a1c0649d44c9,2,"Service complain ke bad koi sunwai nahi hoti ,meri complain ke 4 din bad network Aya hai",Bad Customer Support - Call Centre,No/ Late Complaint Resolution,Bad Cx Support,Verma,,135,WA,Sprint 12,2026-12-15
85bc114a0e47,0,Worst customer experience,Bad Customer Support - Call Centre,,Bad Cx Support,Verma,,270,CT,Sprint 12,2026-12-15
168c9a47f014,5,"Wiom Internet service is best, but your technician behaviour is unsatisfied I lost 10 to 15 days behind faulty Wi-Fi router, solution received after your Delhi office involved. WIOM internet 10/10 . WIOM Technician 0/10",Bad Customer Support - Technician,,Bad Cx Support,Verma,,270,WA,Sprint 12,2026-12-15
b7412bc6a2d1,0,Higher price,Expensive,,Offering/ Plan Dissatisfaction,Verma,,270,WA,Sprint 12,2026-12-15
8c45f9cc3837,5,Kyu ki recharge bahut mehnga he,Expensive,,Offering/ Plan Dissatisfaction,Verma,,270,WA,Sprint 12,2026-12-15
6e0330bd0499,0,Recharge amount so costly comparision other network,Expensive,,Offering/ Plan Dissatisfaction,Verma,,135,WA,Sprint 12,2026-12-15
04facf494ea4,10,Network acha hai n bht kam ishuu hota hai ki network khrab aye agar koi problem hoti hai to bahut jaldi thik karte hai n best hai subko lgwana chiye,Fast Complaint Resolution,,Good Cx Support,Verma,,135,WA,Sprint 12,2026-12-15
07daa4147330,5,,,,,Verma,,270,WA,Sprint 12,2026-12-15
ffaaa0901d67,0,"“नेट बार-बार बंद हो जाता है और ठीक होने में 1 से 2 दिन लगते हैं। इसलिए आपकी सर्विस सबसे घटिया सर्विस है। मैं किसी को वियोम लगाने का sajeson दूँ, इसके लिए आपको अपनी सर्विस अच्छी करनी होगी। 2 महीने में कम से कम 40 बार नेट बंद हो चुका है, तो आप ही बताइए मैं आपकी सर्विस का कैसे लोगों के लिए जागरूक करूँ, जब मैं ही आपकी सर्विस से सेटिफाइड नहीं हूँ।”",Frequent Disconnections,No/ Late Complaint Resolution,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
83940d976ec7,5,"“मुंबई में हमारे कोई रिश्तेदार नहीं हैं, इसलिए हम यह सुझाव नहीं दे सकते और आपका इंटरनेट दिन में पाँच बार ब्रेक हो जाता है।”",Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
5c7e2a8ac406,8,"“यह कभी-कभी band ho jaati hai Wi-Fi""",Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
957e8e8e3243,3,"“सर्विस बहुत ही ज़्यादा घटिया है।
रात में ऑटोमेटिक डिसकनेक्ट हो जाता है और फिर ऑटोमेटिक कनेक्ट हो जाता है।”",Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
95b88bc2bf3c,0,"“हर महीने दो-तीन दिन नेटवर्क गायब रहता है। कंप्लेंट करने पर कोई सुनवाई नहीं होती है। कस्टमर केयर वाले सपोर्ट नहीं करते हैं। फील्ड में जो होते हैं, वह भी किसी तरह का रिस्पॉन्स नहीं देते हैं। परेशानी बहुत है।”",Frequent Disconnections,Bad Customer Support - Call Centre,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
fb4a3e0d4386,0,"1. 5g don't work sometime
 2. Network speed issue",Frequent Disconnections,Slow Speed,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
17ba6091bcf7,0,Aaj Tak kabhi sahi se nahin Chala net ki koi aisa din nahin jis din dikkat Na hua ho isliye Ham kabhi kisi ko Salah nahin denge,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
8e21b53fb832,0,Apki sarvice bhot khrab he is liye mhine me 28 hote he or chalta he 25 din or bhi issu he he yr kiya kiya btai mat pucho,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c9b9aff61153,8,,,,,Verma,,270,CT,Sprint 12,2026-12-15
520f071a6c4c,4,Baar baar internet connection kaat diya jata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
3a766aa008d7,0,Bahut Bakar hai bar bar ruk jata ha,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c0435ee24122,0,Bar bar conection khrab hojata h,Frequent Disconnections,,Bad Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
b14f06763d56,1,Bich bich me chalete hue net band ho jata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
65555a72bc7b,10,Best speed,Good Speed,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
616d258d6913,10,Nice service,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
a36bf75c4952,2,Connectivity problem,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
08b49775f0f4,0,Daily no network issue,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
66dfd8423268,1,Din me 10 bar se jada aap ka net kam nahi karta hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
56fb0f6e643b,0,,,,,Verma,,270,WA,Sprint 12,2026-12-15
cd77f8cc02d6,0,Hmara network issue rehata hai har din kabhi slow hota raha hai hamesha complain karana padata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
776a2f3ac7fa,0,Internet ata hi nhi hai baar baar no internet har 3 day yehi problem hai wiom k sath,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
ebb540bed0e8,0,"Service achhi nhi h 
 Internet rukne par mishtri nahi aate h",Bad Customer Support - Technician,,Bad Cx Support,Verma,,135,WA,Sprint 12,2026-12-15
d10a82738ecb,1,Internet ki light nahin a Rahi,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
df3ce8437f55,0,bajar hai,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
135edeecaa2a,10,,,,,Verma,,135,WA,Sprint 12,2026-12-15
258ef7d97d84,0,Kabhi bhi internet band ho jada h or help line no pr call krne se bhi koi fayda nhi hota,Frequent Disconnections,Bad Customer Support - Call Centre,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
4effa27863d7,0,Kabhi bhi net chala jata hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
cb12b7332ade,0,,,,,Verma,,45,WA,Sprint 12,2026-12-15
67201994a4ac,3,Kyuki wiom internet thik se kam nahi karta 10 10 min Mai band hota hai maine complete ki thi 2 3 bar fir bhi vese hi hota hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
992731dbdc00,0,Mahine mai kam se kam 10 ya 12 kharab rheta hai is liye,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
8f38ef6a27fc,0,Net beech beech me 2 se teen ghante ke liye ruk jata hai is bar financial problems hai isliye continue karna pads agli bar se jio fiber hai thik hai,Frequent Disconnections,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
47c8a53932eb,0,Net ni chlta band ho jata h chalte chalte,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
622e15c4a283,8,Net to chalta nhi h kabhi bhi band ho jata h,Frequent Disconnections,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
ad8e32720124,9,No connectivity at night around 9-11 pm .it's bluffing,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
75694a016ddc,0,Service sahi nhi 2 din se net mera band hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c02439702f1d,9,Thik chlta hai par kabhi kabhi conection apne aap cut ho jata hai achanak se,Frequent Disconnections,,Bad Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
92ba6e2eddff,6,"We are facing continuous signal drops, and network connectivity is not stable.",Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
dae772942ab8,8,Yah bar-bar main cut Jata Hai,Frequent Disconnections,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
9ff2a48ed4e5,0,Ye mahine me 5-6 din huva recharge karke aur roj subah mujhe customer care me call karke network chalu karvana padta hai 4 din se aisa ho rha hai is month ka recharge jaise hi khatam hoga mai router ko ukhad ke rakh dunga apna lekar aap log chale jao ghatia service ke dhanyawad,Frequent Disconnections,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
5814b3212d28,0,Aapki company froad hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
bc3687bfe2ff,0,Achha nahi hai Wi-Fi,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
1e18b5e2ac95,0,Bad,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
fa2bbb2b9e1c,0,Bad network,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
42a189d77c42,0,Bad service,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
fee93dd4c12a,0,Bad service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
09e9e960d81a,0,Bakwas internet connection,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
2081710c271a,0,Bed,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
f5ac600ae002,0,Bekar seva,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
94ab28f1ebdc,1,Bilkul ghatya net work,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
1a2a834ae4aa,1,Bot kharab sarvesh h dekat bot aati h,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
59176a32a179,0,"Connection kharab hai, or service aachi nhi hai",General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
d939808a5e4f,1,Ekdam bekar hai,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
5f22bee03661,0,Ghatiya net hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
3f1dd24a0079,0,Ghitya,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
62ee18d1fbc6,9,,,,,Verma,,45,WA,Sprint 12,2026-12-15
573b1c0a8f56,10,Iska Data bahut achcha chalta hai,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
3c5ae9094631,0,Iski sarvice buht bekar h net nahi chlta,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c84fddf31bfa,0,Jab humara hi Sahi se Nahi chalta to Kisi or ko Salah kese de,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
3374d287e913,7,Kabhi kabhi sahi se kam na Krna,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
adf88a4635cf,0,kharab net mai pareshan hu,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
5ea76a052829,0,Kyuki network nhi aate,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
7c758cf3f224,3,Low connection but showing full wrong tower,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
2a8858b3bb5f,0,Many more times not working properly,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
9380c87c46f7,1,Mast chal raha hai,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
640811657a1c,4,Net is not working properly,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
620db3dfd040,0,Net nhi chal Raha hai,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
fd222563369c,0,Net nhi shi chlta,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c803e243d39b,0,Net sahi nhi chalta h,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
27ddf3046346,0,Neta problem hai 😡😡😡,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
87f6da48d2ca,0,Netwark sahi nhi chalta,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
c6562d65b301,1,Network ishu rahta hai,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
b368a2a52fdb,0,Network issue,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
b4433188307a,4,Network issue & 1day ya Usse Jayada Network issue Hota hai to Vo Milte Nahi he Gresh Time,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
5519b7cdb6ea,0,Service and speed is not okay,Slow Speed,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
d67d8c607e22,1,Bekar bahut jada bekar,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
14bef1c68f71,2,Network problem h,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
eb68a7b92b40,0,Network sai nhi aate hai chlta hi ni hai sai se agr iska net nhi sai chla to me isko htva dungi,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
9c3422b6b8f8,0,Slow net kam karta hai,Slow Speed,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
3b061aa2f8d1,1,Oftenly nahi aata,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
88b57afd77e2,1,Poor network,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
65c65c8e594d,0,Poor service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
ad1215d61539,0,Poor service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c6a1311b6511,0,Service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
63d54fbb2e50,0,Service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
3cf925f38f0b,0,Service acchi nahin Hai,General Bad Service,,Bad Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
c118d080a637,2,Service achi nahi hai.network 2-2 din nahi rahta.,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
bc330f7d747e,0,Service is not good,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
e4e70faeffcf,0,Service is poor,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
a83285ade792,2,Speed bhut kaam hai,Slow Speed,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
e0b78cf82782,0,Service is very bad very bad very bad,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
fd8fda23812c,0,service it's too late,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
90d2d044aaee,0,Servis shai nahi haa,General Bad Service,,Bad Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
abdcc273fbc4,0,Signal problems,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
9e8058012049,8,Some time am facing issue but it's fine,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
19f4c11d104d,3,Technical Support,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
413ff322e3b7,5,Thik thak,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
20a1675933ba,0,Very bad line operator,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
667f553027a3,0,Very bad service,General Bad Service,,Bad Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
dc2ef15a9df5,3,Very poor network,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
e5e612eda7c2,0,Very poor service,General Bad Service,,Bad Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
1d3bd59f85bb,0,Very poor service,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
e052667840ce,1,Wifi is good work,General Bad Service,,Bad Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
9f00e0695b30,10,“अच्छी सर्विस”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
58a86f619d43,10,“गुड़ वर्क”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
bc7915e812aa,2,“बहुत बढ़िया वाईफाई है”,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
4be61ec012ca,10,“बहुत ही अच्छा है”,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
9c710b4eeb5e,10,Aapki internet Seva bahut pasand hai aur,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
af9c67227bf5,10,Abhi tak to thik chal raha hai,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
8d8b5a7eeffd,9,Acha chal raha h aur network problem bhut kam hota h,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
86ebc9467252,10,Acha hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
054280454f89,10,Achcha chalta hai abhi ham,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
3de55af5f498,10,Achcha hai,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
cf675ca2595e,10,Apka net accha h,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
391711d3011c,10,Aur baat Acha ha ha abhi tak,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
fb19c1573e87,0,Worst Services,General Bad Service,,Bad Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
aee76132f7fa,10,Badhiya service,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
3af17d27aacd,10,Bahut accha,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
5d2650dbd9a8,10,Baki sab se Acha hai,General Good Service,,Good Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
4128d8995584,10,Behtar suvida,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c1e0d85a5b15,10,Best network,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
533587df7ccb,10,Best network,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
484853136dbd,10,Best Network,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
fcb7af1656e7,10,Best service,General Good Service,,Good Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
134a61c3bfa6,10,Best servies,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
76ffa4176d29,10,Best wifi,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
07a9eb1a4025,10,Bhot acha sewar ha,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
dbccd4aa7f0f,10,,,,,Verma,,270,CT,Sprint 12,2026-12-15
fc182cc780ec,10,BHUT ACHI SERVICE HAI WIOM KI ACHA CHLTA HAI NET,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
f4d47a0c66da,10,Bhut badiya wiFi hai i love wiom,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
2b16a31c2ee4,10,Ek number,General Good Service,,Good Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
fa13e78cc884,10,Excellent Service,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
dd8d429cad67,10,Excellent services,General Good Service,,Good Internet Experience,Verma,,270,CT,Sprint 12,2026-12-15
551e22d97f4c,4,good,General Good Service,,Good Internet Experience,Verma,,135,WA,Sprint 12,2026-12-15
843db2b741d1,1,Good,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
c6498392aabf,10,Good,General Good Service,,Good Internet Experience,Verma,,135,CT,Sprint 12,2026-12-15
63731a1321d5,9,Good,General Good Service,,Good Internet Experience,Verma,,45,CT,Sprint 12,2026-12-15
b42070cb9718,9,Good,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
775028122b25,10,Good,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
60064c8a370f,10,Good,General Good Service,,Good Internet Experience,Verma,,45,WA,Sprint 12,2026-12-15
f9c012fc4fec,8,Good,General Good Service,,Good Internet Experience,Verma,,270,WA,Sprint 12,2026-12-15
